tweet_text,emotion,sentiment
"@erredantes @Cristiano E non potrebbe essere altrimenti!
Ho letto o sentito non pochi commenti del tipo ""È vecchio"" ""Costa troppo"" ""Meglio un giovane""...purtroppo non ho mai un lanciafiamme quando serve!",sadness,negative
"DAB, CAPELLI IMBARAZZANTI, NUMERI INUTILI: TORNA @paulpogba. ? Un calcio nel culo ai nostalgici. W IL CALCIO MODERNO E LE PARTITE A MEZZOGIORNO! https://t.co/uFBviG6pOf",anger,negative
"Se tra un po' mi vengono a leccare il culo alcuni interisti li rompo il culo.

Multi cit @OfficialRadja Più fatti meno parlare, fino ad oggi ai solo dimostrato di essere un mezzo professionista ma sopratutto mezzo uomo. Grande delusione ?? https://t.co/e8xJDtHMRI",sadness,negative
@MauroIcardi Condivido il tuo pensiero.... ma non riesco a capire come mai uno sport così bello debba portare alla morte!!! Eppure non è uno sport pericoloso...,fear,negative
"@Inter @vecino E' vero che @Vecino è stato in campo per 90 minuti, ma sinceramente non lo si è mai visto. Surclassato dal centrocampo francese. Solo giocate di @LTorreira34 @RodriiBentancur e @laxalt7 Anzi, da una sua palla persa è arrivato il 2-0 della Francia. Assente ingiustificato",sadness,negative
"@acmilan @SamuCastillejo quando hai bisogno di un attaccante, vendi e presti perché non si adatta a questo allenatore, che chiaramente non ha un chiaro schema di allenamento e strategia.",sadness,negative
"@MarcelloChirico @paulpogba Sono grato a #Pogba per quello che ha dato negli anni alla #Juve ma se potessi scegliere preferirei di gran lunga #MilinkovicSavic !
Molto più forte di Paul, ha lo stipendio più basso ed è più giovane
Pogba dopo che ha lasciato la Juve non è migliorato, anzi...

NO AL RITORNO!",joy,positive
"@Stefandevrij Non vi fidate.
È peggio di Giuda",anger,negative
@DiegoPicaro @G_Higuain @NicolaHiguain Un coglione. Sei solo un coglione. Un enorme coglione.,anger,negative
@kkoulibaly26 @NapoliOutsider Qui non c'entra il colore della maglia. Bisogna sempre essere orgogliosi di ciò che si è. A vergognarsi devono essere quegli imbecilli che fanno cori razzisti (a qualsiasi tifoseria appartengano). Daje che sei un campione. È stato un gesto di stizza. In bocca al lupo. Da un ??,anger,negative
@Frankysorre @douglascosta Francesco stai morendo..uomo di merda,anger,negative
@sscnapoli @D_Ospina1 Benvenuto in questa società ridicola. Mai mi sarei sognato di dire una cosa simile fino all'altro ieri. Vendere Inglese per poi non comprare un'altra punta è ridicolo!,anger,negative
Ma che cazzo te salti coglione @Florenzi,anger,negative
@Cristiano @PestanaCR7 Sono povera solo a guardare la foto,sadness,negative
"@Dli_22 @Ngoppejammeja @OfficialRadja Affatto. @OfficialRadja è un romanista doc, solo un cretino dell'Inter poteva travisare quanto ho scritto.",anger,negative
"@icarus2004 @ilmochi @GiovanniCarli8 @robertoCR82 @GiuxInter @OfficialRadja anche Roma è piccola solo (per esempio e per farti capire la diversa mentalità) non stiamo a guardare quanti soldi guadagni se fai bisboccia, ma solo se è il caso o no. Che tu sia portiere dalbergo o dellInter non fa differenza e forse è questo che manca a Nainggolan.",anger,negative
@RollingStoneita @Cristiano @juventusfc LItalia migliore? Ecco dopo aver letto lennesima stronzata posso ufficialmente mandarvi a cagare.,anger,negative
"@MonsieurSalif @KeitaBalde È stata una vergogna, ma sbagli a pensare che interista sia sinonimo di razzista. Il razzismo è una spregevole forma di odio alimentata dall'ignoranza, un flagello presente in ogni società che ha una sola cura: la conoscenza. 

Sostengo ogni giocatore che lotta per la maglia ??",anger,negative
"@giuli_valle @Chiariello_CS @kkoulibaly26 @MrAncelotti È un alibi che non sta in piedi.
Noto con dispiacere che  per forzare la difesa di società e tecnico si stia strumentalizzando un argomento che non ha nulla a che vedere con la sensibilità di un professionista milionario.

Il Napoli ha giocato male e KK ha fatto una cazzata. Stop",anger,negative
@Bernd_Leno Vieni a #Napoli che ti passa la delusione.. Mentre ci sei porta pure #Sané..,sadness,negative
"es una pena que te vayas a la JuBe @Cristiano 
Anche questanno è volata via
La vedi solo in fotografia
Perché in Europa sei un pupazzo 
Gobbo di merda attaccati a sto cazzo!
https://t.co/bZHQ7rT5Us",anger,negative
"@OfficialRadja RIFIUTA CAZZO RIFIUTA, L'HAI SEMPRE DETTO CHE A MILANO NON C'È IL SOLE,",anger,negative
"@HamshoriFierak @EzioGreggio @juventusfc @Cristiano @TorinoFC_1906 Ripeto 3489948579,quando vuoi,dove vuoi e come vuoi scimmia! E ti ripeto non rispondere se non con il tuo recapito,altrimenti ti vengo a cercare e ti do fuoco!Ti sto avvisando! Ultima volta 3489948579 aspetto un tuo messaggio",anger,negative
@OfficialASRoma ma perché avete dovuto vendere @OfficialRadja ma andate a fanculo bastardi pezzi di merda proprio il ninja no ma cosa credete che la squadra ha solo bisogno di calciatori???? LA SQUADRA HA BISOGNO DI UOMINI!UOMINI COME LUI CHE LOTTANO!,anger,negative
"@ondameme @FarinaAntonello @kkoulibaly26 Non e' un grande gesto, avrei preferito non dover scrivere queste cose.
E' nel DNA dell'Inter essere fratelli del mondo, e queste cose fanno semplicemente schifo.",anger,negative
@CarloDiStefano8 @annatrieste @PReina25 Ma taci idiota.. che voi a doping nn state messi male exa frequentazioni mafiose neanche.. coglione!!,anger,negative
Vi è mai capitato di provare antipatia per una persona pur non conoscendola semplicemente perché parenti e amici ne esaltavano le doti in maniera eccessiva? A me con lincolpevole @MarioMandzukic9 ma in questo caso i congiunti sono tutti i giornalisti e @SkySport in particolare,anger,negative
"@antocarboni91 @joaome17 @Ale_Scofield L'unico grosso difetto è che perde troppi costanti, è troppo leggero fisicamente.",sadness,negative
@SergioRamos @MoSalah Lei è un meschino simulatore...lo hai fatto apposta le immagini sono inequivocaboli...vergognati merda,anger,negative
@OfficialASRoma @sscnapoli @kkoulibaly26 Bravi ma pure i vostri tifosi sono razzisti! Lote,anger,negative
"@_RP10_ @juventusfc @Cristiano Esatto...la squadra ha moltissima qualità ma non la esprime per niente, il gioco é spesso noioso e non produce granché",sadness,negative
@oniLino @NPAFNSIN @PReina25 Nessun astio ...solo contro una falsa morale quando il presidente si lamento' di alcune frequentazioni girava voce del perché nn volesse ..potevano essere solo voci e poi gli arresti la procura etc etc...tutt brava gente e noi saremmo gli ipocriti?!!,anger,negative
"@bonucci_leo19 Ma quanto cazzo sei leccaculo? Che uomo ridicolo,lecchi il luco a chi ha augurato la morte dei tui figli,che schifo",anger,negative
@realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain Non conosce la parola dignità. Cade sempre più in basso. Peggio dell'acqua stagnate. Che cattivo odore. Deve stare proprio male. Povero,sadness,negative
@suso30oficial e 3 anni che ti odio,anger,negative
@OfficialRadja appena indosserai la maglia nerazzurra inizieranno tutti a insultarti e a parlare male di te nel privato e dentro il rettangolo di gioco. Questa maglia va indossata con la corazza non te lo scordare solo così potrai uscirne indenne. Forza fenomeno.,anger,negative
@nicolabertoni @salpaladino @douglascosta Quindi non hai visto le partite dato che dopo il fattaccio è certamente fuori forma. Si vede non è più lo stesso. Al momento no,sadness,negative
@TorinoFC_1906 @DarmianOfficial @FQuagliarella27 Non è piacevole vivere di ricordi.,joy,positive
"@douglascosta per come avete ""vinto"" dovreste aver la decenza,non dico di non festeggiare sarebbe troppo per voi,quanto meno non scimmiottare chi ha dimostrato di meritare lo scudetto(dandovi lezione di calcio a domicilio).Potrei capire un tifoso,ma un tesserato proprio no ?",anger,negative
"@cavdLeodeAraujo @RossoneroCinico @LucaSciarini @Rossonerosemper @hakanc10 @acmilan @DieRotenBullen @Bundesliga_DE @SerieA_TIM Guarda io sono a San Siro tutte le domeniche, ha del potenziale ma non possiamo permetterci di aspettarlo. È semplicemente imbarazzante. Come giocare in 10. Nel calcio non basta la buona tecnica. In 19 mesi ne ha giocato bene 2. È il simbolo della nostra discontinuità.",sadness,negative
@Inter @MauroIcardi Che schifo che schifo squadra senza palle veramente penosi!!vergogna vergogna mandare via a calci in culo l'allenatore!!,anger,negative
@LuciaMRiggi @SamiKhedira nn mi piace parlare male dei nostri ma oggi è stato penoso,sadness,negative
@kkoulibaly26 La tua espulsione col razzismo non c'entra nulla. Non banalizzare il razzismo per una stupida partita di pallone.,anger,negative
"@Lo_statistico @nglkante Si ma che abbia anche un piede migliore, noi abbiamo anche il problema della costruzione dell'azione

Matuidi perde ogni volta due tempi di gioco per stopparla e passarla. Il solo Pjanic non basta",sadness,negative
"Vorrei ricordare la faccia di #Marchetti e @MarioGiunta che fino a mercoledì scorso alle ore 19:00 stavano prendendo per il culo #Marotta e la @juventusfc, dicendo che la società non aveva i soldi per acquistare @Cristiano! Ora chissà se hanno smesso di ridere!",anger,negative
"@realvarriale @dries_mertens14 @PauDybala_JR @G_Higuain A me ha deluso piu Milik che sembrava essersi ripreso nel finale di campionato. Resto ancora in dubbio sulle sue qualità quindi.
Del Belgio a me non piacciono Hazard e De Bruyne. Il primo troppo innamorato del pallone e il secondo poco incisivo, meglio Zielinski",sadness,negative
"Ora con la Francia sarà difficilissimo ma per rendere le cose un pochino meno complicate si potrebbe provare a non far più mettere piede in campo a Di Maria, Enzo Perez e Meza. 

Che ne dite @Mascherano e @SampaoliOficial (o chi cazzo decide la formazione)?",sadness,negative
@Ruggero1991 @kkoulibaly26 Sta stronzata potevi evitarla. Sono almeno 30 anni che negli stadi ci sono questi episodi.,anger,negative
@bonucci_leo19 Non vedo come uno come te possa dare lezioni di vita. IMBARAZZANTE,joy,negative
"@gianluigibuffon @PSG_inside @PSG_English Posso dire, da juventina e tua sostenitrice,, che il tuo comportamento dopo laddio mi ha deluso? Sei allestero, qualche messaggio daffetto verso squadra e compagni potevi mandarlo. @ClaMarchisio8 lo fa continuamente e nessuno allo Zenit si offende. Mah!",sadness,negative
"@kkoulibaly26 
Caro Koulibaly,
vorrei solo esprimere il mio pensiero in merito ai fatti di Milano in merito agli sfottò di qualche Idiota e per i quali non riesco proprio a capire come tu possa, da Professionista e Privilegiato, essere destabilizzato!!!
Il Razzismo è Altro!!!",anger,negative
@OfficialRadja mi dispiace veramente che tu non possa vivere questa competizione la tua nazionale resta la @asroma daje !! https://t.co/mzCr5mWQUm,sadness,negative
"@kkoulibaly26 Caro KK26, capisco la tua rabbia ma tutta questa collera andava riversata non verso larbitro ma nella voglia di vincere. Purtroppo quel tuo gesto ci è costato la partita e questo aimè significa anche essere grandi.",sadness,negative
@realvarriale @Cristiano Mi sa tanto di ipocrisia questo twetter... Quando attacchi la Juve sei più genuino e sincero.. Se accadono fatti spiacevoli negli e fuori dagli stadi in primis la colpa è dei giornalisti faziosi e dai presidenti incapaci e aggiungo calciatori con poco intelletto.,anger,negative
@ilmauro85 @OfficialASRoma @Alissonbecker Devi morire devi morire,sadness,negative
@realvarriale @Robi_Nai1 @arekmilik9 @LFC @sscnapoli La cosa peggiore è che te sei ingrassato e mo arriva pure Natale....,anger,negative
"@painstorm83 @Interista70s @VRudy93 @MarcoBarzaghi @Sport_Mediaset @joaome17 Lo aveva assicurato alle telecamere, in privato la società lo ha preso e certamente sperava di gestirlo, purtroppo non ci son riusciti",sadness,negative
"@realvarriale @gallobelotti Hai superato i livelli di ritardo di Pistocchi, sembrava impossibile invece ci sei riuscito",joy,positive
@Stefandevrij Vergognati!,anger,negative
@Libertatem_it @pomazzo @Gazzetta_it @OfficialRadja @AndreaDiCaro1 Che carattere di merda,anger,negative
@FOXSportsIT @Cristiano Che tristezza il vostro giornalismo. Il click non ve lo do neanche sotto tortura,sadness,negative
"@realvarriale @G_Higuain @sscnapoli @juventusfc Scarto indesiderato sarà lei. Higuain dovrebbe querelarla x questa affermazione. Con #CR7 lui avrebbe poco spazio,lo sa, e, avendo offerte, si guarderà attorno. La Juve non lo scarta, come dovrebbe, invece fare, la tv di stato con lei. Vergogna.",anger,negative
@OfficialRadja @OfficialRadja NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA...NON ANDARE VIA....RADJA RESTA,anger,negative
"Il rigore su @neymarjr non c'era pet niente, giusta decisione della #VAR. Se era la @juventusfc, non solo era rigore, veniva espulso il difensore avversario, espulso l'allenatore avversario, uccisione del gatto del presidente avversario e pagamento di multa alla società",anger,negative
@dries_mertens14 This is anfield! Ora hai capito cosa vuole dire clown,anger,negative
"@MarcoVerce95 @paulpogba Per me sono scemi. Mi dispiacerebbe per Mattia, ma in giro ci sono difensori molto più forti di lui",anger,negative
@paulpogba @Pirlo_official @paulpogba torna a casa... torna alla @juventusfc... il @ManUtd non fa per te,sadness,negative
@rolla_tappa @OfficialRadja Fa male sta cosa lavrei sempre voluto vicino,sadness,negative
@MauroIcardi @InNomeDellaJ ma pensa.... noi eravamo delusi anche  a gennaio tu no???? https://t.co/0HF0jjbcwc,sadness,negative
@Stico9 @majewsky2000 @kernelPESfan @arekmilik9 Infatti non è ancora diventato RUBENTINO come quella LOTA TRADITORE che adesso volete svendere.,anger,negative
"@I_AM_IM_ @Me_Medesima_ @ADeLaurentiis @PReina25 Ciò che dici non corrisponde al vero, anche perché se non erro Reina è tornato dopo essersene andato ed è rimasto per molti anni!Se ci fosse stato un presidente come Adl ai tempi di Diego, oggi avremmo più scudetti perché sicuramente lo metteva spalle al muro e non lo copriva",sadness,negative
@realvarriale Che delusione @PReina25 ...Si vince e si perde in 23!,sadness,negative
@fbernardeschi @juventusfc Visto che parli solo inglese te lo dirò così. Go to take in the ass you and your fucking English. Mai vista una cosa così. Un calciatore italiano che non spiaccica una parola nella sua lingua. Vergognoso.,anger,negative
@realvarriale @massimozampini @HKane @realvarriale non rispondere a quell'essere merdoso...lascialo vivere nella sua mediocrità rubentina...squallido come la proprietà della sua merdosa squadra di calcio (alias associazione a delinquere).,anger,negative
@pavanmassimo @Cristiano @TUTTOJUVE_COM Ti brucia il culo perché preferiva il Napoli alla Juve....,anger,negative
@ILavatoio @realwarriale @OfficialRadja @SandroSca @willy_signori @massimozampini È un fake! Simpatico ma è un fake,anger,negative
"@OfficialSSLazio @Acerbi_Fra Si fa ride, non ci si può attaccare al VAR. Zero idee davanti, tanti lanci lunghi a casaccio e dietro si soffre sempre.",sadness,negative
"@_schiaffino__ @hakanc10 @acmilan Sicuramente non sta facendo bene, ma prima di darlo per perso io lo voglio vedere giocare dietro le punte e non a fare il terzino. Poi posso dire che non è da Milan. Togli Suso dalla fascia e otteniamo lo stesso risultato del turco, ovvero prestazioni non all'altezza.",sadness,negative
@vanda235 @Bassman8256 @juventusfc @Cristiano No panettone... comunque fammi rendere accessibile e poi ahimè posterò la foto...previa autorizzazione della moglie,joy,negative
@TheTheDoctorWho @borriellomarco1 @ibizaud @Aubameyang7 non mi calcola... :(,sadness,negative
@marcocaputo78 @kkoulibaly26 @KPBofficial no li dar rettaa sti pezzi di merda,anger,negative
@S_drughi2 X fortuna che @Cristiano era vecchio ecc ecc ecc. Ridicoli come i vari cazzari che ogni domenica parlano di violenza e razzismo poi twittano che oggi ci voleva il tso. Che si vergognino,anger,negative
"@OfficialRadja  Dopo Totti , per me sei stato il simbolo di questa squadra. Un combattente in mezzo al campo e quasi sempre il trascinatore. Dopo l'addio di Totti, è per me la delusione più grande. Grazie di tutto @OfficialRadja .
@leonsfdo @OfficialASRoma  Vergognatevi.",sadness,negative
"@Alevt86 @ilmauro85 @Alissonbecker Indubbiamente non è stata la mossa del secolo, io lo avrei incatenato pur di non mandarlo all'inter. Ma la modalità con le quali è stato sbolognato sono piuttosto sospette. Sui 5 punti di distacco direi che sono pochi vista la differenza che c'era in campo.",fear,negative
"@kkoulibaly26 Mi dispiace. Sono interista e mi vergogno per quelle merde sugli spalti.
Sei un campione. Purtroppo questo è il clima, oggi, in Italia. Mi dispiace.",sadness,negative
"@SergioRamos Due piccole info:
1. Su Cuadrado era rigore
2. Sei una merda umana https://t.co/9ETtJIwqYn",anger,negative
"@asroma se veramente cederete @OfficialRadja da quel momento il mio amore per questa maglia smetterà di esserci, chi ha dimostrato attaccamento alla maglia va tutelato non ceduto! #radjanunsetocca",joy,positive
"Chi gode del dolore altrui, è perché non ha niente di cui godere nella propria vita. Esistenze scialbe, menti povere, perdenti nel DNA.
Ps:@SergioRamos vi piscia in testa anche da sdraiato. #HalaMadrid. E ora gelatino alla facciazza vostra rosiconi.",anger,negative
@Frances76546Fra @me_celia @kkoulibaly26 Le mie risposte sono: incompetenza nel governare e troppa furbizia nel generalizzare e strumentalizzare.,anger,negative
@realvarriale @ECavaniOfficial Passa la Francia di pobba  Enrico ... a non è più di pobba !!!! A no !!! ?,anger,negative
"@MauroIcardi avreste dovuto uscire tutti dal campo, per dimostrare vera solidarietà a Koulibaly. Invece avete speculato sull'espulsione, vi interessavano solo i maledetti 3 punti...al diavolo il calcio!!",anger,negative
@ncorrasco É assolutamente offensivo verso @soualihomeite. Grave che nemmeno @kkoulibaly26 abbia detto nulla sul silenzio verso il collega #Meité.,anger,negative
"Come seconda domanda, gli avrei chiesto come si sente sulla sedia su cui avrebbe voluto tanto sedersi, ma non è riuscito, @cristiano. Grande @simoneverdioff (che per sei mesi era definito maiale pure lui, ora si è redento) homo ridens! https://t.co/WKrJ4Z0B47",joy,negative
Ma come cazzo fai a protestare maiale @3gerardpique ti schifo #LBmundial,anger,negative
"@GBorzillo @luisadvincula17 @YutoNagatomo5 @Inter Condivido, giocatore dai mezzi atletici esaltanti.
Il problema è che poi tecnicamente saremmo poverissimi con lui e d'ambrosio come esterni bassi. Diventerebbe difficile impostare bene da dietro con laterali cosi mediocri nel palleggio",sadness,negative
@Peppe_FN @Unstoppable__94 @Cristiano @MedhiBenatia Lo schifo a prescindere,anger,negative
